year,symbol,name,description,country,period,documentUrl,income,expenses,postedName,date,clientId,registrantId,senateId,houseRegistrantId
2014,INTC,INTEL CORPORATION,Computer chip maker.,US,Q4,https://lda.senate.gov/filings/public/filing/65de5a64-2616-4e21-a9f8-e2c01eefda64/print/,50000.0,,,,127200,20744,20744-127200,31587.0
2014,INTC,MCAFEE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/5d9fefc0-4071-4e47-aee1-7a11d2977950/print/,,220000.0,,,154271,46610,46610-154271,33705.0
2014,INTC,MCAFEE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/686a2bdc-7a9e-46c3-84b8-a4722f7015cb/print/,,310000.0,,,154271,46610,46610-154271,33705.0
2014,INTC,MCAFEE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/8558d8fd-49c7-4891-89dc-6f323e759498/print/,,260000.0,,,154271,46610,46610-154271,33705.0
2014,INTC,MCAFEE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/e873a31f-169f-40a1-ae42-91084a18794f/print/,,210000.0,,,154271,46610,46610-154271,33705.0
2014,INTC,INTEL CORPORATION,Semiconductor Manufacturer,US,Q4,https://lda.senate.gov/filings/public/filing/578ebe84-8b6c-426b-b54a-06e3a2756a38/print/,5000.0,,,,154491,47110,47110-154491,34405.0
2014,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q1,https://lda.senate.gov/filings/public/filing/ab2c1a75-d31d-40a8-a657-a15f2f0b43b0/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2014,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q2,https://lda.senate.gov/filings/public/filing/b93647f3-dd91-424b-bb9f-ca9b7ac476f3/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2014,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q3,https://lda.senate.gov/filings/public/filing/8636afa8-ef80-44aa-a29d-26b0bf408813/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2014,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q4,https://lda.senate.gov/filings/public/filing/95d4bcb3-0747-476d-8973-543b2f63f1cd/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2014,INTC,INTEL CORPORATION,computer chip maker,US,Q1,https://lda.senate.gov/filings/public/filing/05dd5bce-d440-451e-9c07-392ca1cf06be/print/,40000.0,,,,178999,294930,294930-178999,37434.0
2014,INTC,INTEL CORPORATION,computer chip maker,US,Q2,https://lda.senate.gov/filings/public/filing/5c711aa3-9ada-4336-a265-738981497890/print/,40000.0,,,,178999,294930,294930-178999,37434.0
2014,INTC,INTEL CORPORATION,computer chip maker,US,Q3,https://lda.senate.gov/filings/public/filing/912d69ae-3aa7-4427-bb02-377f60194408/print/,40000.0,,,,178999,294930,294930-178999,37434.0
2014,INTC,INTEL CORPORATION,computer chip maker,US,Q4,https://lda.senate.gov/filings/public/filing/312449f8-8a65-4b2d-bad1-4391ee49bc1d/print/,50000.0,,,,178999,294930,294930-178999,37434.0
2014,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q1,https://lda.senate.gov/filings/public/filing/2116b4d3-cd2a-4574-a006-08649234b397/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2014,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q2,https://lda.senate.gov/filings/public/filing/627fee45-1563-4561-bddf-bf73e16180f3/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2014,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q3,https://lda.senate.gov/filings/public/filing/cf2f261d-b2ee-4a2f-aebc-d207185e33e5/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2014,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q4,https://lda.senate.gov/filings/public/filing/d94f3229-3f30-4cda-870e-2713ef58480b/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2014,INTC,"MCAFEE, INC.",security technology,US,Q2,https://lda.senate.gov/filings/public/filing/52b35a8f-f38a-45e3-a432-b6acd59bb1d7/print/,60000.0,,,,185519,315717,315717-185519,39215.0
2014,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q1,https://lda.senate.gov/filings/public/filing/b83d4b59-394e-4a5c-b0a9-1fc1c33206c9/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2014,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q2,https://lda.senate.gov/filings/public/filing/d85241c2-0b54-47f9-a96a-7e4356603c19/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2014,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q3,https://lda.senate.gov/filings/public/filing/9968ba05-a9ce-4293-aed3-e66fb05cf927/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2014,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q4,https://lda.senate.gov/filings/public/filing/6c9bbaf3-f16c-46e7-b4e5-16e45545db43/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2014,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q1,https://lda.senate.gov/filings/public/filing/1f2d695c-cc53-43a3-94b2-d01ce0d23b80/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2014,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q2,https://lda.senate.gov/filings/public/filing/e0c78e9e-c4aa-4b69-8301-3657ab55bfbf/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2014,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q3,https://lda.senate.gov/filings/public/filing/2e1b0322-4fa8-4158-b69d-464afe3cc631/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2014,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q4,https://lda.senate.gov/filings/public/filing/197d4ba4-e7c9-4b68-9cca-0badf623a485/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2014,INTC,INTEL CORPORATION,Discussed support for Trade Promotion Authority,US,Q1,https://lda.senate.gov/filings/public/filing/b1ff93d9-d837-4cb2-bfd1-e09d2a8bbf88/print/,20000.0,,,,189139,400309447,400309447-189139,40218.0
2014,INTC,INTEL CORPORATION,Discussed support for Trade Promotion Authority,US,Q2,https://lda.senate.gov/filings/public/filing/63f92785-52e3-4167-9229-88f8c784935f/print/,20000.0,,,,189139,400309447,400309447-189139,40218.0
2014,INTC,INTEL CORPORATION,Discussed support for Trade Promotion Authority,US,Q3,https://lda.senate.gov/filings/public/filing/cdd31961-29e3-42de-b542-8a6be43031ca/print/,20000.0,,,,189139,400309447,400309447-189139,40218.0
2014,INTC,INTEL CORPORATION,Discussed support for Trade Promotion Authority,US,Q4,https://lda.senate.gov/filings/public/filing/9ee47c25-0534-46b2-9766-fab5ce383ace/print/,20000.0,,,,189139,400309447,400309447-189139,40218.0
2014,INTC,INTEL CORPORATION,Technology hardware and software,US,Q1,https://lda.senate.gov/filings/public/filing/6636a094-1be0-4316-bf27-aaa607aa7c8a/print/,30000.0,,,,194433,400704112,400704112-194433,
2014,INTC,INTEL CORPORATION,Technology hardware and software,US,Q2,https://lda.senate.gov/filings/public/filing/d35ed6b0-d577-4848-a065-07d3dc616bd0/print/,30000.0,,,,194433,400704112,400704112-194433,
2014,INTC,INTEL CORPORATION,Technology hardware and software,US,Q3,https://lda.senate.gov/filings/public/filing/3f3619fd-c958-4103-a53a-990c1e97c449/print/,30000.0,,,,194433,400704112,400704112-194433,
2014,INTC,INTEL CORPORATION,Technology hardware and software,US,Q4,https://lda.senate.gov/filings/public/filing/4a54d391-8844-4fd9-8cf6-4b0938fb730e/print/,30000.0,,,,194433,400704112,400704112-194433,
2013,INTC,INTEL CORPORATION,Maker of Computer Chips,US,Q1,https://lda.senate.gov/filings/public/filing/a2dccd8f-3217-4926-8073-563192514aa9/print/,30000.0,,,,100354,261,261-100354,30018.0
2013,INTC,INTEL CORPORATION,Maker of Computer Chips,US,Q2,https://lda.senate.gov/filings/public/filing/0fbce7c8-96c1-4295-b085-6aa2b609df99/print/,120000.0,,,,100354,261,261-100354,30018.0
2013,INTC,INTEL,Semiconductor manufacturer,US,Q1,https://lda.senate.gov/filings/public/filing/616455f8-e106-496d-81bb-37ef7665cd0a/print/,20000.0,,,,101742,818,818-101742,31771.0
2013,INTC,INTEL,Semiconductor manufacturer,US,Q2,https://lda.senate.gov/filings/public/filing/31b99cfb-6c1c-4f83-a3fb-4634f4bbebe7/print/,20000.0,,,,101742,818,818-101742,31771.0
2013,INTC,INTEL,Semiconductor manufacturer,US,Q3,https://lda.senate.gov/filings/public/filing/9d358d8b-6087-44b6-90db-60907f265e1d/print/,20000.0,,,,101742,818,818-101742,31771.0
2013,INTC,INTEL,Semiconductor manufacturer,US,Q4,https://lda.senate.gov/filings/public/filing/a208c577-4c31-4e5d-8840-64ad6c1ab919/print/,20000.0,,,,101742,818,818-101742,31771.0
2013,INTC,INTEL CORPORATION,Computer Industry,US,Q1,https://lda.senate.gov/filings/public/filing/c30b984e-86eb-4c19-a2b9-45111da9b7bd/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2013,INTC,INTEL CORPORATION,Computer Industry,US,Q2,https://lda.senate.gov/filings/public/filing/bc181b5b-bffd-46ec-bc95-17d7fa9065cc/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2013,INTC,INTEL CORPORATION,Computer Industry,US,Q3,https://lda.senate.gov/filings/public/filing/55269d6e-f55b-4d41-9793-e154e962d49d/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2013,INTC,INTEL CORPORATION,Computer Industry,US,Q4,https://lda.senate.gov/filings/public/filing/5244c884-37e3-42a2-8d57-872a2f114dc7/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2013,INTC,INTEL CORPORATION,Computer Industry,US,Q2,https://lda.senate.gov/filings/public/filing/393390f5-1600-4767-8c4a-52afdbfc7708/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2013,INTC,"MCAFEE, INC.",Security technology company.,US,Q1,https://lda.senate.gov/filings/public/filing/057dd737-c582-4a71-8588-557f016cee34/print/,90000.0,,,,117002,12208,12208-117002,31737.0
2013,INTC,"MCAFEE, INC.",Security technology company.,US,Q2,https://lda.senate.gov/filings/public/filing/1aa1e8e1-f0de-4795-96a2-54f37ecd6ee3/print/,90000.0,,,,117002,12208,12208-117002,31737.0
2013,INTC,"MCAFEE, INC.",Security technology company.,US,Q3,https://lda.senate.gov/filings/public/filing/7c90d670-13fc-45c0-a603-ed8b58f0eb00/print/,90000.0,,,,117002,12208,12208-117002,31737.0
2013,INTC,"MCAFEE, INC.",Security technology company.,US,Q4,https://lda.senate.gov/filings/public/filing/e8efbff4-45fd-4f42-bc71-f0b151671153/print/,90000.0,,,,117002,12208,12208-117002,31737.0
2013,INTC,MOBILEYE INC.,"Appropriations for Transportation, Highway Safety",US,Q1,https://lda.senate.gov/filings/public/filing/91276d62-9931-4380-b7b3-637cf4f6d231/print/,30000.0,,,,122468,16896,16896-122468,31595.0
2013,INTC,MOBILEYE INC.,"Appropriations for Transportation, Highway Safety",US,Q2,https://lda.senate.gov/filings/public/filing/b79d6295-bedc-4ec7-b325-fd6809d75815/print/,30000.0,,,,122468,16896,16896-122468,31595.0
2013,INTC,MOBILEYE INC.,"Appropriations for Transportation, Highway Safety",US,Q3,https://lda.senate.gov/filings/public/filing/8d9765c1-9d9a-422d-ae67-e85271938e79/print/,30000.0,,,,122468,16896,16896-122468,31595.0
2013,INTC,MOBILEYE INC.,"Appropriations for Transportation, Highway Safety",US,Q4,https://lda.senate.gov/filings/public/filing/5a869708-bb1e-4768-81df-a12e05ca044a/print/,30000.0,,,,122468,16896,16896-122468,31595.0
2013,INTC,INTEL CORPORATION,,US,Q1,https://lda.senate.gov/filings/public/filing/1e440f97-90ab-4f5c-97df-46868ded7ae3/print/,,1110480.0,,,126362,19536,19536-126362,30460.0
2013,INTC,INTEL CORPORATION,,US,Q2,https://lda.senate.gov/filings/public/filing/4a9ea19d-208c-4901-9864-27f7e576ceb5/print/,,730000.0,,,126362,19536,19536-126362,30460.0
2013,INTC,INTEL CORPORATION,,US,Q3,https://lda.senate.gov/filings/public/filing/c5065124-6d62-40b4-ad81-32b5464b4057/print/,,1107270.0,,,126362,19536,19536-126362,30460.0
2013,INTC,INTEL CORPORATION,,US,Q4,https://lda.senate.gov/filings/public/filing/ba0c6e49-ccf7-4d65-9253-7ec5d3dfe632/print/,,1446000.0,,,126362,19536,19536-126362,30460.0
2013,INTC,INTEL CORPORATION,Computer chip maker.,US,Q2,https://lda.senate.gov/filings/public/filing/fc252f5c-0c7e-4e28-9aba-d9059423eb6a/print/,50000.0,,,,127200,20744,20744-127200,31587.0
2013,INTC,INTEL CORPORATION,Computer chip maker.,US,Q3,https://lda.senate.gov/filings/public/filing/d31c7f3a-cc5f-4ad6-9cff-3a10ea61105d/print/,50000.0,,,,127200,20744,20744-127200,31587.0
2013,INTC,INTEL CORPORATION,Computer chip maker.,US,Q4,https://lda.senate.gov/filings/public/filing/2de6b696-e594-4e45-a086-0d1e543eda78/print/,50000.0,,,,127200,20744,20744-127200,31587.0
2013,INTC,MCAFEE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/5992fd92-4173-4fcc-a01a-533eb743ece5/print/,,242000.0,,,154271,46610,46610-154271,33705.0
2013,INTC,MCAFEE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/40fb5f3e-91f7-44e1-a43b-57000dafdd61/print/,,330000.0,,,154271,46610,46610-154271,33705.0
2013,INTC,MCAFEE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/cfdf5c2d-f7b7-4af5-a297-4a96c1e272ab/print/,,270000.0,,,154271,46610,46610-154271,33705.0
2013,INTC,MCAFEE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/abac4414-052d-4e2f-b047-b8f276c4f79a/print/,,260000.0,,,154271,46610,46610-154271,33705.0
2013,INTC,INTEL CORPORATION,Semiconductor Manufacturer,US,Q2,https://lda.senate.gov/filings/public/filing/adbeb7a9-bb06-4acb-9eb1-7e6149ee0e13/print/,10000.0,,,,154491,47110,47110-154491,34405.0
2013,INTC,INTEL CORPORATION,Semiconductor Manufacturer,US,Q3,https://lda.senate.gov/filings/public/filing/883cad85-b06d-4030-a686-4e99efa2c4a7/print/,10000.0,,,,154491,47110,47110-154491,34405.0
2013,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q1,https://lda.senate.gov/filings/public/filing/52cbfc3a-7079-42dd-a94e-902e2ece56c3/print/,40000.0,,,,166934,73271,73271-166934,35943.0
2013,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q2,https://lda.senate.gov/filings/public/filing/a8fa96a5-8773-4a9e-9330-e2d358393e58/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2013,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q3,https://lda.senate.gov/filings/public/filing/74adc26a-b073-4abc-b1a0-8144c445f51d/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2013,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q4,https://lda.senate.gov/filings/public/filing/b1c925d5-8e59-48ba-b1d0-8877a16f203c/print/,60000.0,,,,166934,73271,73271-166934,35943.0
2013,INTC,INTEL CORPORATION,computer chip maker,US,Q1,https://lda.senate.gov/filings/public/filing/7c7abead-2527-427b-a895-dd7eccb71f38/print/,50000.0,,,,178999,294930,294930-178999,37434.0
2013,INTC,INTEL CORPORATION,computer chip maker,US,Q2,https://lda.senate.gov/filings/public/filing/b2773efd-ab64-4a89-a515-b165b25c3685/print/,40000.0,,,,178999,294930,294930-178999,37434.0
2013,INTC,INTEL CORPORATION,computer chip maker,US,Q3,https://lda.senate.gov/filings/public/filing/ce209e50-6d9b-45ee-8192-216f1a64cadb/print/,50000.0,,,,178999,294930,294930-178999,37434.0
2013,INTC,INTEL CORPORATION,computer chip maker,US,Q4,https://lda.senate.gov/filings/public/filing/de4f8ca5-cde5-4c49-b392-1b53c20f2400/print/,40000.0,,,,178999,294930,294930-178999,37434.0
2013,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q1,https://lda.senate.gov/filings/public/filing/7782c7f9-39f6-47a6-9bdf-bf59064e47c6/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2013,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q2,https://lda.senate.gov/filings/public/filing/1e308044-ce74-4228-80d3-4ef4e1c611f3/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2013,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q3,https://lda.senate.gov/filings/public/filing/7ac46f85-8a51-41dd-90bb-eb8988a2586c/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2013,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q4,https://lda.senate.gov/filings/public/filing/9c13c153-7611-4b20-8631-cd57514ce693/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2013,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q1,https://lda.senate.gov/filings/public/filing/f5fc200f-a088-44ab-8bb0-da210929b401/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2013,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q2,https://lda.senate.gov/filings/public/filing/a385f1a2-dd29-481f-a492-e0e449c9d6a7/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2013,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q3,https://lda.senate.gov/filings/public/filing/39dfef4f-cf7a-4442-9307-36e69167ff4d/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2013,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q4,https://lda.senate.gov/filings/public/filing/0d7f4480-eb14-48db-9a27-0db2befb19a8/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2013,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q1,https://lda.senate.gov/filings/public/filing/604f9a1a-0d3d-4864-9a71-4ba3cea54ab7/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2013,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q2,https://lda.senate.gov/filings/public/filing/42fc1fd7-f152-4aa5-b63d-48e42bce3f28/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2013,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q3,https://lda.senate.gov/filings/public/filing/869a1aa2-e691-49cd-b19d-862091fac0e8/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2013,INTC,INTEL CORPORATION,Semiconductor design and manufacturing,US,Q4,https://lda.senate.gov/filings/public/filing/98f33927-e52f-461b-a671-6ec198c20246/print/,50000.0,,,,187746,40013096,40013096-187746,39840.0
2013,INTC,INTEL CORPORATION,Technology hardware and software,US,Q1,https://lda.senate.gov/filings/public/filing/68504a77-f137-4542-9d7d-9663ad7851b2/print/,20000.0,,,,194433,400704112,400704112-194433,
2013,INTC,INTEL CORPORATION,Technology hardware and software,US,Q2,https://lda.senate.gov/filings/public/filing/9cd03137-70ef-4ba5-8fdc-f4c6694943a7/print/,30000.0,,,,194433,400704112,400704112-194433,
2013,INTC,INTEL CORPORATION,Technology hardware and software,US,Q3,https://lda.senate.gov/filings/public/filing/3c2107bf-6c88-43a2-8dcd-5e68d4844f6b/print/,30000.0,,,,194433,400704112,400704112-194433,
2013,INTC,INTEL CORPORATION,Technology hardware and software,US,Q4,https://lda.senate.gov/filings/public/filing/6d8de671-196f-41aa-85c9-a5f5197684c0/print/,30000.0,,,,194433,400704112,400704112-194433,
2012,INTC,INTEL CORPORATION,Maker of Computer Chips,US,Q1,https://lda.senate.gov/filings/public/filing/1ad36b3e-c692-4754-b3bb-50c22c361685/print/,30000.0,,,,100354,261,261-100354,30018.0
2012,INTC,INTEL CORPORATION,Maker of Computer Chips,US,Q2,https://lda.senate.gov/filings/public/filing/82bfbab9-f6f4-4dbd-97ef-f7bc45d100d4/print/,30000.0,,,,100354,261,261-100354,30018.0
2012,INTC,INTEL CORPORATION,Maker of Computer Chips,US,Q3,https://lda.senate.gov/filings/public/filing/89e629ab-9096-400b-adfa-5d868ccc09d6/print/,30000.0,,,,100354,261,261-100354,30018.0
2012,INTC,INTEL CORPORATION,Maker of Computer Chips,US,Q4,https://lda.senate.gov/filings/public/filing/08defdf6-b3b5-4a35-8148-f4b08b8fa456/print/,30000.0,,,,100354,261,261-100354,30018.0
2012,INTC,INTEL,Semiconductor manufacturer,US,Q1,https://lda.senate.gov/filings/public/filing/76002113-dfa5-449d-ae02-444fb5a12c0d/print/,20000.0,,,,101742,818,818-101742,31771.0
2012,INTC,INTEL,Semiconductor manufacturer,US,Q2,https://lda.senate.gov/filings/public/filing/668117c4-9f72-41f6-a462-95e42cad7a4b/print/,20000.0,,,,101742,818,818-101742,31771.0
2012,INTC,INTEL,Semiconductor manufacturer,US,Q3,https://lda.senate.gov/filings/public/filing/59e2492b-8ef5-4576-a3f7-5eefdcf8fc67/print/,20000.0,,,,101742,818,818-101742,31771.0
2012,INTC,INTEL,Semiconductor manufacturer,US,Q4,https://lda.senate.gov/filings/public/filing/9d149e96-bc6c-4b4a-a5fb-65988600e6fe/print/,20000.0,,,,101742,818,818-101742,31771.0
2012,INTC,INTEL CORPORATION,Computer Industry,US,Q1,https://lda.senate.gov/filings/public/filing/9ca0d395-3f76-469e-928d-045d0121ad65/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2012,INTC,INTEL CORPORATION,Computer Industry,US,Q2,https://lda.senate.gov/filings/public/filing/6ead332c-1e8e-4364-8070-11132f5eab0a/print/,80000.0,,,,112377,8453,8453-112377,30223.0
2012,INTC,INTEL CORPORATION,Computer Industry,US,Q3,https://lda.senate.gov/filings/public/filing/b9140989-e513-4ed5-9b3f-71f02355fe97/print/,90000.0,,,,112377,8453,8453-112377,30223.0
2012,INTC,INTEL CORPORATION,Computer Industry,US,Q4,https://lda.senate.gov/filings/public/filing/1b3be887-c625-4173-83bd-abfea52f60e9/print/,90000.0,,,,112377,8453,8453-112377,30223.0
2012,INTC,"MCAFEE, INC.",Security technology company.,US,Q1,https://lda.senate.gov/filings/public/filing/68a91724-417d-4db8-99a9-f9624e541269/print/,90000.0,,,,117002,12208,12208-117002,31737.0
2012,INTC,"MCAFEE, INC.",Security technology company.,US,Q2,https://lda.senate.gov/filings/public/filing/21a43b8e-b9d2-4ba9-8b30-d33b939bb2d2/print/,80000.0,,,,117002,12208,12208-117002,31737.0
2012,INTC,"MCAFEE, INC.",Security technology company.,US,Q3,https://lda.senate.gov/filings/public/filing/1eaf4401-25ca-4104-8cc8-798cad1e462a/print/,90000.0,,,,117002,12208,12208-117002,31737.0
2012,INTC,"MCAFEE, INC.",Security technology company.,US,Q4,https://lda.senate.gov/filings/public/filing/067026c2-a723-4ff7-8148-eca013defcc9/print/,80000.0,,,,117002,12208,12208-117002,31737.0
2012,INTC,MOBILEYE INC.,"Appropriations for Transportation, Highway Safety",US,Q3,https://lda.senate.gov/filings/public/filing/7c7f3aca-9090-47e4-9b37-99bf1dcff2f8/print/,30000.0,,,,122468,16896,16896-122468,31595.0
2012,INTC,MOBILEYE INC.,"Appropriations for Transportation, Highway Safety",US,Q4,https://lda.senate.gov/filings/public/filing/1f1fdbe7-af89-4e48-9ed5-4ad5c5132c7f/print/,30000.0,,,,122468,16896,16896-122468,31595.0
2012,INTC,INTEL CORPORATION,,US,Q1,https://lda.senate.gov/filings/public/filing/706ebd93-0cf3-42d0-a02e-75ae811ae0a8/print/,,882000.0,,,126362,19536,19536-126362,30460.0
2012,INTC,INTEL CORPORATION,,US,Q2,https://lda.senate.gov/filings/public/filing/889b6b60-b35b-461e-a9e9-782ae99282e5/print/,,858000.0,,,126362,19536,19536-126362,30460.0
2012,INTC,INTEL CORPORATION,,US,Q3,https://lda.senate.gov/filings/public/filing/9fddeec4-458c-4761-9007-691ab8283a5f/print/,,980000.0,,,126362,19536,19536-126362,30460.0
2012,INTC,INTEL CORPORATION,,US,Q4,https://lda.senate.gov/filings/public/filing/334b55f2-c072-43e6-ab8b-aae57c2a4768/print/,,997000.0,,,126362,19536,19536-126362,30460.0
2012,INTC,MCAFEE INC,,US,Q1,https://lda.senate.gov/filings/public/filing/27d5eb0f-0182-46dd-9f13-fa5e414e3994/print/,,350000.0,,,154271,46610,46610-154271,33705.0
2012,INTC,MCAFEE INC,,US,Q2,https://lda.senate.gov/filings/public/filing/1f468327-b7f1-41ec-b5d8-43c0d91152c3/print/,,230000.0,,,154271,46610,46610-154271,33705.0
2012,INTC,MCAFEE INC,,US,Q3,https://lda.senate.gov/filings/public/filing/76d8055b-9eb7-4fd9-b4e4-e1affc827dcf/print/,,250000.0,,,154271,46610,46610-154271,33705.0
2012,INTC,MCAFEE INC,,US,Q4,https://lda.senate.gov/filings/public/filing/84a60235-1a69-44dc-845c-cfeed89c3a69/print/,,230000.0,,,154271,46610,46610-154271,33705.0
2012,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q1,https://lda.senate.gov/filings/public/filing/c8210a4f-29a7-4ef9-b26c-ead2a2109333/print/,50000.0,,,,166934,73271,73271-166934,35943.0
2012,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q2,https://lda.senate.gov/filings/public/filing/8b94d7d2-66d5-4e53-8c77-e8fd7f04d9fc/print/,50000.0,,,,166934,73271,73271-166934,35943.0
2012,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q3,https://lda.senate.gov/filings/public/filing/265aec33-d4ac-4650-b8f5-96c830fcdba9/print/,50000.0,,,,166934,73271,73271-166934,35943.0
2012,INTC,INTEL CORPORATION (FKA MCAFEE INC ),Anti-virus and computer security company,US,Q4,https://lda.senate.gov/filings/public/filing/e467b010-dade-47bc-bc75-047d37dda689/print/,50000.0,,,,166934,73271,73271-166934,35943.0
2012,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q1,https://lda.senate.gov/filings/public/filing/7de0fd88-f344-41b7-8b73-784bfe4aca9b/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2012,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q2,https://lda.senate.gov/filings/public/filing/154e3393-829f-4f11-b534-1768de4cfa9b/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2012,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q3,https://lda.senate.gov/filings/public/filing/f12db17a-9039-4e7e-aaa4-ec89b8ade9ac/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2012,INTC,INTEL,Multinational manufacturer of semiconductors.,US,Q4,https://lda.senate.gov/filings/public/filing/94320385-4bb9-4851-904e-94a73e60ff9e/print/,10000.0,,,,181527,305338,305338-181527,38243.0
2012,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q1,https://lda.senate.gov/filings/public/filing/0e586d0d-b436-4e82-9e58-18f4f8622f33/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2012,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q2,https://lda.senate.gov/filings/public/filing/a345693e-680c-43d3-9183-c7bbcbf30db8/print/,50000.0,,,,186676,320918,320918-186676,39554.0
2012,INTC,INTEL CORPORATION,Semiconductor Company and Inventor of Microprocessors,US,Q3,https://lda.senate.gov/filings/public/filing/945cc622-0427-47a4-b2f6-252706505a40/print/,50000.0,,,,186676,320918,320918-186676,39554.0
